DATAFLOW,FREQ,INDICATOR,REF_AREA,UNIT,TIME_PERIOD,OBS_VALUE
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,1995,8353.96813372058
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,1996,8462.47540056458
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,1997,8345.87222819974
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,1998,8398.41212321535
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,1999,8289.9077602974
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2000,8218.65404747157
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2001,8457.70485031516
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2002,8399.11385573368
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2003,8420.45274395381
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2004,8245.55347950073
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2005,8004.19410658401
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2006,7893.61758250808
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2007,7866.72069306281
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2008,7749.158579581
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2009,7614.90078221749
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2010,7677.81194287255
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2011,7513.60745886511
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2012,7405.88965173536
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2013,7315.45502508847
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2014,7273.24646469308
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2015,7199.2592576033
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2016,7249.22118301147
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2017,7258.91585741891
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2018,7351.77541057712
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Denmark,Gigagrams (Gg) CO2 equivalent,2019,7214.56763028397
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1990,36646.728140862
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1991,35474.2705768139
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1992,36074.5569830348
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1993,35764.2371240304
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1994,36813.805247753
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1995,37623.7411551594
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1996,39150.2006565051
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1997,39895.8220535514
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1998,40052.1891140284
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,1999,40829.5908488327
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2000,42253.6557309305
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2001,42336.2645470427
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2002,42334.1558490701
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2003,42545.5230001342
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2004,41883.0940212843
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2005,40924.3091909396
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2006,40454.2545109974
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2007,41462.9022816542
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2008,39926.2432555241
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2009,41238.506361399
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2010,39462.2382771745
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2011,39822.2720760426
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2012,38687.1185585715
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2013,37475.8429454
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2014,36821.3324914528
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2015,38177.1032747444
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2016,38010.7133695601
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2017,38337.4293101446
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2018,38565.9610096217
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Spain,Gigagrams (Gg) CO2 equivalent,2019,38492.6620155961
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1990,1927.00609903821
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1991,1849.04576043623
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1992,1602.67796496667
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1993,1361.58443749597
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1994,1324.63753299976
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1995,1268.54895694259
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1996,1286.28017632945
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1997,1340.88593776872
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1998,1298.07704999019
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,1999,1210.52606732254
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2000,1249.64425269456
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2001,1286.42323179774
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2002,1236.98113170295
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2003,1245.49457890252
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2004,1263.80074684545
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2005,1232.27537445643
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2006,1223.11484700799
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2007,1238.61730584078
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2008,1224.06949067877
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2009,1234.7861188451
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2010,1251.77369748043
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2011,1203.22192444893
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2012,1216.42712873037
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2013,1211.86839528363
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2014,1177.13096925315
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2015,1137.59012304572
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2016,1116.86160791023
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2017,1123.47660555694
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2018,1115.46531921153
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Estonia,Gigagrams (Gg) CO2 equivalent,2019,1115.22402630542
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1990,712145.84108081
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1991,692908.876431683
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1992,678913.853431451
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1993,670577.015957017
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1994,654727.877627234
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1995,654214.802402861
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1996,650515.544349395
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1997,645033.422511593
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1998,629526.770510868
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,1999,617490.046666029
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2000,594305.889072785
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2001,583888.958466292
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2002,572606.836354376
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2003,564694.1175054
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2004,546311.249259986
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2005,535148.719505462
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2006,523226.495599927
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2007,514523.461009279
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2008,502820.293527244
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2009,490840.825057394
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2010,480153.52571231
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2011,469950.789054855
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2012,466072.206860948
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2013,456264.663185827
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2014,448675.84364308
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2015,448313.017136049
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2016,442207.635743049
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2017,441487.313644093
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2018,435613.807326332
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",European Union,Gigagrams (Gg) CO2 equivalent,2019,427738.827413895
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1990,7692.55252497904
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1991,7674.61466036538
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1992,7625.20867311138
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1993,7665.72856498943
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1994,7635.96461521165
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1995,7431.61937796359
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1996,7359.18696743598
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1997,7277.62157112816
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1998,7011.11957946941
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,1999,6839.42646132491
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2000,6570.26275739001
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2001,6438.2483887605
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2002,6213.05278639404
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2003,6009.27924791713
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2004,5826.34893110303
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2005,5584.22106245776
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2006,5644.48352208008
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2007,5520.05227133299
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2008,5356.92912809473
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2009,5289.85386469908
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2010,5346.83668790155
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2011,5176.03517623855
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2012,5122.56018203765
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Finland,Gigagrams (Gg) CO2 equivalent,2013,4990.17971385598
