DATAFLOW,FREQ,INDICATOR,REF_AREA,UNIT,TIME_PERIOD,OBS_VALUE
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2012,13155.7693116444
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2013,13439.1196611993
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2014,13511.9764890265
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2015,14037.5944475404
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2016,14423.092365672
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2017,14825.5107000451
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2018,15139.336194749
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Ireland,Gigagrams (Gg) CO2 equivalent,2019,14730.5229060381
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1990,601.553944281069
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1991,598.327751292862
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1992,606.646326060881
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1993,620.798882190759
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1994,629.002892980521
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1995,628.753296085594
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1996,648.467528542875
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1997,652.317229034711
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1998,651.840546244688
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,1999,658.403219608638
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2000,656.908337831491
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2001,667.038198772827
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2002,673.00047236924
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2003,662.762785184919
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2004,658.128944694647
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2005,646.588811891549
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2006,679.170794699917
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2007,685.778112460515
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2008,672.885842336432
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2009,665.105711130984
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2010,654.549532807278
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2011,635.425262379669
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2012,611.526818941052
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2013,614.119692639703
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2014,624.932824896146
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2015,629.81176525413
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2016,620.843730918864
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2017,609.354432634941
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2018,608.567437749261
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Iceland,Gigagrams (Gg) CO2 equivalent,2019,569.24766884167
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1990,49331.2181270254
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1991,50203.242439059
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1992,50023.3010835708
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1993,50328.2452031383
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1994,50714.3528833679
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1995,51346.9873754702
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1996,51854.796301157
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1997,52407.1874339564
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1998,51943.2416285983
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,1999,51937.8107686884
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2000,51847.8322950192
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2001,52205.6123870778
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2002,50527.8198269769
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2003,50774.2954832
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2004,48575.271864007
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2005,49098.2230008617
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2006,47653.0031937797
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2007,48382.616215056
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2008,47863.3837902921
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2009,47786.0080118245
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2010,47339.0580825568
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2011,45862.1623284737
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2012,46421.7981633345
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2013,44965.3134343278
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2014,43995.3365258113
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2015,44059.2996914522
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2016,43793.8020627844
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2017,44023.7150380621
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2018,43472.1542769535
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Italy,Gigagrams (Gg) CO2 equivalent,2019,42967.2854088549
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1990,43828.4797731415
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1991,43069.682889895
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1992,43454.7777410458
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1993,42561.4426118324
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1994,42502.0038507463
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1995,41464.3056566947
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1996,40280.5083825712
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1997,39915.6539477831
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1998,38286.4203554792
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,1999,37995.3961387914
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2000,37458.3391634076
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2001,36382.6379211908
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2002,35665.7819129003
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2003,34860.3249691462
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2004,34591.659416518
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2005,34651.1716391609
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2006,34156.543721297
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2007,33600.6949920822
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2008,32865.5972449628
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2009,32370.9081983795
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2010,31937.5856834406
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2011,30734.0483642192
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2012,30089.0106923458
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2013,30040.850086025
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2014,29542.8216118838
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2015,29199.8907471327
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2016,29149.5005696715
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2017,28925.752091531
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2018,28566.1921665815
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Japan,Gigagrams (Gg) CO2 equivalent,2019,28416.4699204036
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1990,19.2458852388447
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1991,19.1765194344128
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1992,18.7338301882115
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1993,17.9016868910103
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1994,17.9756974313923
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1995,17.966058613074
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1996,18.2661895342768
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1997,17.9735014189767
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1998,17.8574514827455
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,1999,17.1669421917933
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2000,16.7292381365795
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2001,17.6107727948957
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2002,17.7934981613203
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2003,17.9672386756975
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2004,18.0654157068098
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2005,18.554087332169
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2006,19.3334151928272
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2007,19.5695373421083
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2008,19.7650506489285
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2009,19.627533172188
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2010,19.0549454065027
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2011,19.3993283382672
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2012,19.8374428932067
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2013,19.0285591364215
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2014,19.2201662624193
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2015,19.0615840757143
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2016,19.175326259713
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2017,18.6891896377248
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2018,18.9497687248745
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Liechtenstein,Gigagrams (Gg) CO2 equivalent,2019,19.612847610402
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1990,6945.49222629036
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1991,6736.55135685726
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1992,5875.01419013628
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1993,5132.5455340725
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1994,4652.20901003711
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1995,4401.16709703633
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1996,4321.9337409718
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1997,4348.31426143424
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1998,4229.22251760075
UNSD:DF_UNData_UNFCC(1.0),Annual,"Methane (CH4) Emissions without Land Use, Land-Use Change and Forestry (LULUCF)",Lithuania,Gigagrams (Gg) CO2 equivalent,1999,3993.46108182799
